Doc_Number,Document_Name,Contract_Section,Category,Review_Status,Notes,Filename,Appendix_Number,Priority,Document_Type,File_Type,Size_MB,Modified_Date,Full_Path
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E23.pdf,E23,HIGH,Permits & Environmental,.PDF,25.06,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E23/Appendix E23.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E24.pdf,E24,HIGH,Permits & Environmental,.PDF,18.15,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E24/Appendix E24.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E25.pdf,E25,HIGH,Permits & Environmental,.PDF,1.5,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E25/Appendix E25.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E26.pdf,E26,HIGH,Permits & Environmental,.PDF,7.65,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E26/Appendix E26.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E27.pdf,E27,HIGH,Permits & Environmental,.PDF,23.19,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E27/Appendix E27.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E28.pdf,E28,HIGH,Permits & Environmental,.PDF,0.44,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E28/Appendix E28.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E29.pdf,E29,HIGH,Permits & Environmental,.PDF,10.7,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E29/Appendix E29.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E3.B.pdf,E3,HIGH,Permits & Environmental,.PDF,18.93,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E3/Appendix E3.B/Appendix E3.B.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E3.C.pdf,E3,HIGH,Permits & Environmental,.PDF,4.26,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E3/Appendix E3.C/Appendix E3.C.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E3.D.pdf,E3,HIGH,Permits & Environmental,.PDF,13.99,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E3/Appendix E3.D/Appendix E3.D.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E3.F.pdf,E3,HIGH,Permits & Environmental,.PDF,1.41,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E3/Appendix E3.F/Appendix E3.F.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E3.H.pdf,E3,HIGH,Permits & Environmental,.PDF,4.1,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E3/Appendix E3.H/Appendix E3.H.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E31.pdf,E31,HIGH,Permits & Environmental,.PDF,4.87,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E31/Appendix E31.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E32.A.pdf,E32,HIGH,Permits & Environmental,.PDF,5.31,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E32/Appendix E32.A/Appendix E32.A.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E32.B.1.pdf,E32,HIGH,Permits & Environmental,.PDF,1.01,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E32/Appendix E32.B/Appendix E32.B.1/Appendix E32.B.1.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E32.B.2.pdf,E32,HIGH,Permits & Environmental,.PDF,1.41,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E32/Appendix E32.B/Appendix E32.B.2/Appendix E32.B.2.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E32.B.3.pdf,E32,HIGH,Permits & Environmental,.PDF,1.07,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E32/Appendix E32.B/Appendix E32.B.3/Appendix E32.B.3.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E33.pdf,E33,HIGH,Permits & Environmental,.PDF,0.55,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E33/Appendix E33.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E34.A.pdf,E34,HIGH,Permits & Environmental,.PDF,4.24,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E34/Appendix E34.A/Appendix E34.A.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E34.B.pdf,E34,HIGH,Permits & Environmental,.PDF,1.72,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E34/Appendix E34.B/Appendix E34.B.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E34.C.pdf,E34,HIGH,Permits & Environmental,.PDF,3.97,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E34/Appendix E34.C/Appendix E34.C.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E34.D.pdf,E34,HIGH,Permits & Environmental,.PDF,5.85,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E34/Appendix E34.D/Appendix E34.D.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E34.E.pdf,E34,HIGH,Permits & Environmental,.PDF,4.36,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E34/Appendix E34.E/Appendix E34.E.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E35.pdf,E35,HIGH,Permits & Environmental,.PDF,11.05,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E35/Appendix E35.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E36.A.pdf,E36,HIGH,Permits & Environmental,.PDF,0.99,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E36/Appendix E36.A/Appendix E36.A.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E36.pdf,E36,HIGH,Permits & Environmental,.PDF,5.58,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E36/Appendix E36.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E37.pdf,E37,HIGH,Permits & Environmental,.PDF,3.9,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E37/Appendix E37.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E38.A.pdf,E38,HIGH,Permits & Environmental,.PDF,4.5,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E38/Appendix E38.A/Appendix E38.A.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E38.B.pdf,E38,HIGH,Permits & Environmental,.PDF,0.66,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E38/Appendix E38.B/Appendix E38.B.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E38.C.pdf,E38,HIGH,Permits & Environmental,.PDF,0.4,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E38/Appendix E38.C/Appendix E38.C.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E38.D.pdf,E38,HIGH,Permits & Environmental,.PDF,3.4,2019-11-26,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E38/Appendix E38.D/Appendix E38.D.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E4.B.pdf,E4,HIGH,Permits & Environmental,.PDF,4.94,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E4/Appendix E4.B/Appendix E4.B.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E4.C.pdf,E4,HIGH,Permits & Environmental,.PDF,0.79,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E4/Appendix E4.C/Appendix E4.C.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E4.D.pdf,E4,HIGH,Permits & Environmental,.PDF,0.16,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E4/Appendix E4.D/Appendix E4.D.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E5.A.pdf,E5,HIGH,Permits & Environmental,.PDF,2.35,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E5/Appendix E5.A/Appendix E5.A.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E5.B.pdf,E5,HIGH,Permits & Environmental,.PDF,0.28,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E5/Appendix E5.B/Appendix E5.B.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E6.pdf,E6,HIGH,Permits & Environmental,.PDF,0.26,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E6/Appendix E6.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E7.pdf,E7,HIGH,Permits & Environmental,.PDF,1.28,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E7/Appendix E7.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,Appendix E9.pdf,E9,HIGH,Permits & Environmental,.PDF,0.16,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E9/Appendix E9.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,E18_Cover_Sheet.pdf,E18,HIGH,Permits & Environmental,.PDF,0.12,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E18/E18_Cover_Sheet.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,E32.B.1_Cover_Sheet.pdf,E32,HIGH,Permits & Environmental,.PDF,0.16,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E32/Appendix E32.B/Appendix E32.B.1/E32.B.1_Cover_Sheet.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,E32.B.2_Cover_Sheet.pdf,E32,HIGH,Permits & Environmental,.PDF,0.16,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E32/Appendix E32.B/Appendix E32.B.2/E32.B.2_Cover_Sheet.pdf
195,Administrative Order,7. RFP Appendices (Contract Documents),7 - Appendices: E - Environmental,Needs Review,,E32.B.3_Cover_Sheet.pdf,E32,HIGH,Permits & Environmental,.PDF,0.2,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/E - Environmental/Appendix E32/Appendix E32.B/Appendix E32.B.3/E32.B.3_Cover_Sheet.pdf
397,Contract File Index,7. RFP Appendices (Contract Documents),7 - Appendices: O - Design Documentation,Needs Review,,Appendix O1.pdf,O13,HIGH,Design Documents,.PDF,0.51,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/O - Design Documentation/Appendix O13/Appendix O1.pdf
397,Contract File Index,7. RFP Appendices (Contract Documents),7 - Appendices: O - Design Documentation,Needs Review,,Appendix O1.pdf,O1,HIGH,Design Documents,.PDF,0.07,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/O - Design Documentation/Appendix O1/Appendix O1.pdf
