Doc_Number,Document_Name,Full_Name,Category,Document_Type,Contract_Section,Review_Status,Notes,Files_Count,Representative_File,File_Path
305,Seismic Design Technical Memorandum,Montlake to Lake Washington Interchange and Bridge Replacement Seismic Design Technical Memorandum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G4.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G4/Appendix G4.pdf
306,Summary Previous Construction Activities,Summary of Previous Construction Activities,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G8 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G8/G8 Cover Sheet.pdf
307,Supplemental Preliminary Engineering Memo,Montlake to Lake Washington Interchange and Bridge Replacement Supplemental Preliminary Engineering Technical Memorandum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G5.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G5/Appendix G5.pdf
308,Test Pile Geotechnical Data Report,Test Pile Geotechnical Data Report SR-520 MP ~0.50 to 2.10 Evergreen Point Bridge Vicinity Test Pile Project,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G16.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G16/Appendix G16.pdf
309,U-Link Moment-Thrust Capacity Calculations,Conceptual Study U-Link Moment-Thrust Capacity Calculations for Stress Increase Due to Proposed SR 520 Montlake Lid,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G24.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G24/Appendix G24.pdf
310,Union Bay Bridge Pile Driving Info,6872 Union Bay Bridge (Roanoke Expressway - Arboretum Interchange,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G21.B.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G21/Appendix G21.B/Appendix G21.B.pdf
311,WAB South Frame 5 Soil-Structure Modeling,West Approach Bridge - South Frame 5 Preliminary Soil-Structure Numerical Modeling Technical Memorandum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G15.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G15/Appendix G15.pdf
312,WABN 24th Ave Field Reports,24th Avenue Field Activity Reports - WABN,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G23.A.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G23/Appendix G23.A/Appendix G23.A.pdf
313,WABN 24th Ave Shoring Plan,Shoring Plan - 24th Ave WABN,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
314,WABN Change Order 44,Change Order #44,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G23.B.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G23/Appendix G23.B/Appendix G23.B.pdf
315,WABN Construction Photos,Construction Photos,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G23.C.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G23/Appendix G23.C/Appendix G23.C.pdf
316,WABN Geotechnical Attach F App B,WABN Geotechnical Report - Attach F - App B Digital Files,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G14.A Cover_Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G14/Appendix G14.A/G14.A Cover_Sheet.pdf
317,WABN Geotechnical Attach F App D,WABN Geotechnical Report - Attach F - App D Digital Files,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G14.B Cove Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G14/Appendix G14.B/G14.B Cove Sheet.pdf
318,WABN Geotechnical Attach F App E,WABN Geotechnical Report - Attach F - App E Digital Files,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G14.C Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G14/Appendix G14.C/G14.C Cover Sheet.pdf
319,WABN Geotechnical Engineering Report,West Approach Bridge - North Geotechnical Engineering Report,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G14 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G14/G14 Cover Sheet.pdf
320,WABN Geotechnical Report Addendum,West Approach Bridge - North Geotechnical Engineering Report Addendum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G10.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G10/Appendix G10.pdf
321,WCB Geotechnical Report,Geotechnical Report West Connection Bridge,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
322,West Approach Bridge Pile Driving Info,6654 West Approach Bridge (2nd Lk Wa Br Unit 2),G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G21.A.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G21/Appendix G21.A/Appendix G21.A.pdf
323,West Approach Geologic Characterization,West Approach Bridge Geologic Characterization Report-Second Revision,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G6 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G6/G6 Cover Sheet.pdf
324,West Approach Geologic Characterization Addendum,West Approach Bridge Geologic Characterization Report Addendum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G7 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G7/G7 Cover Sheet.pdf
325,Westside Bike-Pedestrian Facilities Memo,Westside Final Conceptual Design Montlake Bike-Pedestrian Facilities Technical Memorandum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
326,Westside Montlake Lid Land Bridge Memo,Westside Final Conceptual Design Montlake Lid and Land Bridge Technical Memorandum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,G13 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G13/G13 Cover Sheet.pdf
327,Westside Stormwater Facilities Memo,Westside Final Conceptual Design Stormwater Facilities Technical Memorandum,G - Geotechnical,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix G11.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/G - Geotechnical/Appendix G11/Appendix G11.pdf
328,ACPA Concrete Pipe Design Manual,ACPA Concrete Pipe Design Manual,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,7,Appendix H12.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H12/Appendix H12.pdf
329,Conceptual Supplemental Hydraulic Report,Conceptual Supplemental Hydraulic Report for the Montlake Phase,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,H1 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H1/H1 Cover Sheet.pdf
330,DIPRA Ductile Iron Pipe Supports,DIPRA Ductile Iron Pipe on Supports,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix H15.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H15/Appendix H15.pdf
331,Drainage Maintenance Manual Plan Sheets,Drainage Maintenance Manual Plan Sheets,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,H12 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H12/H12 Cover Sheet.pdf
332,FB&L As-Built Hydraulic Report,Final As-Built Hydraulic Report for FB&L,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
333,Hydraulic Report Template,Hydraulic Report Template and Checklist,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix H2.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H2/Appendix H2.pdf
334,Program Level Hydraulic Report,Program Level Hydraulic Report,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,H6 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H6/H6 Cover Sheet.pdf
335,SPU Client Assistance Memo 1180,Seattle Public Utilities Client Assistance Memo 1180,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,H16 Cover Sheet.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H16/H16 Cover Sheet.pdf
336,Seattle Stormwater Manual,"City of Seattle Stormwater Manual – Volumes 1 through 5, Appendices A to I, SDCI Director's Rule 17-2017, SPU Director's Rule DWW 200",H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix H9.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H9/Appendix H9.pdf
337,WABN Hydraulic Report,Hydraulic Report for WABN,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,0,,
338,WABN Supplemental Hydraulic Report,WABN Supplemental Hydraulic Report,H - Hydraulics,Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix H5.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/H - Hydraulics/Appendix H5/Appendix H5.pdf
339,AGi32 Basics Highway Lighting,WSDOT AGi32 Basics for WSDOT Highway Lighting,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,15,Appendix I1.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/I - Illumination, Electrical & ITS/Appendix I1/Appendix I1.pdf"
340,Advanced Inspection Illumination Signal Training,WSDOT Advanced Inspection Class Illumination and Signal Systems Electrical Training,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,I7 Cover Sheet.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I7/I7 Cover Sheet.pdf"
341,Corridor Fiber Optic Communication Plan,Corridor Wide Fiber Optic Communication Plan,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I22.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I22/Appendix I22.pdf"
342,Design of Outdoor Lighting,Design of Outdoor Lighting,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I16.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I16/Appendix I16.pdf"
343,Illumination Design Supplement,Illumination Design Supplement,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,I5 Cover Sheet.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I5/I5 Cover Sheet.pdf"
344,NWR Electrical Design Practices,WSDOT Northwest Region Current Practices in Electrical Design,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I1.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I1/Appendix I1.pdf"
345,NWR ITS Design Requirements,WSDOT Northwest Region ITS Design Requirements,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I8.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I8/Appendix I8.pdf"
346,NWR ITS Details,WSDOT Northwest Region ITS Details,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I3.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I3/Appendix I3.pdf"
347,NWR Illumination Signal Details,WSDOT Northwest Region Illumination and Signal Details,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I2.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I2/Appendix I2.pdf"
348,Power System Design,WSDOT Power System Design,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I4.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I4/Appendix I4.pdf"
349,SPR Electrical System Design Standard,SPR Design Standard Electrical System Design,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I19.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I19/Appendix I19.pdf"
350,Seattle City Light Construction Standards,Seattle City Light Construction Standards and Work Practices,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I12.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I12/Appendix I12.pdf"
351,Seattle City Light Material Standards,Seattle City Light Material Standards,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I15.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I15/Appendix I15.pdf"
352,Seattle City Light Service Connection Requirements,Seattle City Light Requirements for Electrical Service Connection,"I - Illumination, Electrical & ITS",Appendix,7. RFP Appendices (Contract Documents),Not Started,,1,Appendix I13.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Contract Documents/Appendices/I - Illumination, Electrical & ITS/Appendix I13/Appendix I13.pdf"
