Doc_Number,Priority,Review_Status,Document_Type,Category,Appendix_Number,Filename,Subfolder,File_Type,Size_MB,Modified_Date,Closeout_Requirements_Found,Notes,Follow_Up_Required,Reviewer,Review_Date,Full_Path
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D,Appendix D Cover Sheet.pdf,,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D Cover Sheet.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D1,Appendix D1.pdf,Appendix D1,.PDF,24.88,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D1/Appendix D1.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D10,Appendix D10.pdf,Appendix D10,.PDF,15.96,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D10/Appendix D10.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D11,Appendix D11.pdf,Appendix D11,.PDF,1.59,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D11/Appendix D11.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D12,Appendix D12.pdf,Appendix D12,.PDF,24.58,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D12/Appendix D12.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D13,Appendix D13.pdf,Appendix D13,.PDF,0.65,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D13/Appendix D13.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D14,Appendix D14.pdf,Appendix D14,.PDF,10.92,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D14/Appendix D14.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D15,Appendix D15.pdf,Appendix D15,.PDF,5.52,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D15/Appendix D15.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D16,Appendix D16.pdf,Appendix D16,.PDF,7.64,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D16/Appendix D16.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D18,Appendix D18.pdf,Appendix D18,.PDF,29.84,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D18/Appendix D18.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D19,Appendix D19.pdf,Appendix D19,.PDF,5.41,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D19/Appendix D19.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D2,Appendix D2.pdf,Appendix D2,.PDF,9.53,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D2/Appendix D2.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D20,Appendix D20.pdf,Appendix D20,.PDF,1.97,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D20/Appendix D20.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D21,Appendix D21.pdf,Appendix D21,.PDF,6.93,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D21/Appendix D21.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D22,Appendix D22.pdf,Appendix D22,.PDF,2.25,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D22/Appendix D22.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D23,Appendix D23.pdf,Appendix D23,.PDF,10.77,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D23/Appendix D23.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D24,Appendix D24.pdf,Appendix D24,.PDF,1.28,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D24/Appendix D24.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D25,Appendix D25.pdf,Appendix D25,.PDF,0.27,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D25/Appendix D25.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D26,Appendix D26.pdf,Appendix D26,.PDF,5.15,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D26/Appendix D26.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D27,Appendix D27.pdf,Appendix D27,.PDF,2.87,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D27/Appendix D27.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D28,Appendix D28.pdf,Appendix D28,.PDF,29.27,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D28/Appendix D28.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D29,Appendix D29.pdf,Appendix D29,.PDF,21.45,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D29/Appendix D29.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D3,Appendix D3.pdf,Appendix D3,.PDF,37.33,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D3/Appendix D3.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D30,Appendix D30.pdf,Appendix D30,.PDF,3.17,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D30/Appendix D30.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D31,Appendix D31.pdf,Appendix D31,.PDF,15.94,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D31/Appendix D31.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D33,Appendix D33.pdf,Appendix D33,.PDF,5.24,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D33/Appendix D33.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.A.pdf,Appendix D34/Appendix D34.A,.PDF,0.07,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.A/Appendix D34.A.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.B.pdf,Appendix D34/Appendix D34.B,.PDF,0.17,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.B/Appendix D34.B.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.C.pdf,Appendix D34/Appendix D34.C,.PDF,0.04,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.C/Appendix D34.C.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.D.pdf,Appendix D34/Appendix D34.D,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.D/Appendix D34.D.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.E.pdf,Appendix D34/Appendix D34.E,.PDF,0.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.E/Appendix D34.E.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.F.pdf,Appendix D34/Appendix D34.F,.PDF,0.05,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.F/Appendix D34.F.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.G.pdf,Appendix D34/Appendix D34.G,.PDF,0.28,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.G/Appendix D34.G.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.H.pdf,Appendix D34/Appendix D34.H,.PDF,0.43,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.H/Appendix D34.H.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D34,Appendix D34.I.pdf,Appendix D34/Appendix D34.I,.PDF,0.96,2021-01-05,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D34/Appendix D34.I/Appendix D34.I.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D36,Appendix D36.pdf,Appendix D36,.PDF,1.33,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D36/Appendix D36.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D37,Appendix D37.pdf,Appendix D37,.PDF,4.46,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D37/Appendix D37.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D38,Appendix D38.pdf,Appendix D38,.PDF,46.0,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D38/Appendix D38.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D39,Appendix D39.pdf,Appendix D39,.PDF,6.6,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D39/Appendix D39.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D4,Appendix D4.pdf,Appendix D4,.PDF,3.75,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D4/Appendix D4.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D40,Appendix D40.pdf,Appendix D40,.PDF,0.04,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D40/Appendix D40.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D42,Appendix D42.pdf,Appendix D42,.PDF,1.26,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D42/Appendix D42.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D43,Appendix D43.pdf,Appendix D43,.PDF,9.79,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D43/Appendix D43.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D44,Appendix D44.pdf,Appendix D44,.PDF,10.43,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D44/Appendix D44.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D46,Appendix D46.pdf,Appendix D46,.PDF,5.9,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D46/Appendix D46.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D47,Appendix D47.pdf,Appendix D47,.PDF,1.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D47/Appendix D47.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.A.pdf,Appendix D48/Appendix D48.A,.PDF,0.31,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.A/Appendix D48.A.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.B.pdf,Appendix D48/Appendix D48.B,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.B/Appendix D48.B.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.C Cover Sheet.pdf,Appendix D48/Appendix D48.C,.PDF,0.33,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.C/Appendix D48.C Cover Sheet.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.C.pdf,Appendix D48/Appendix D48.C,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.C/Appendix D48.C.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.D Cover Sheet.pdf,Appendix D48/Appendix D48.D,.PDF,0.38,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.D/Appendix D48.D Cover Sheet.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.D.pdf,Appendix D48/Appendix D48.D,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.D/Appendix D48.D.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.E.pdf,Appendix D48/Appendix D48.E,.PDF,0.19,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.E/Appendix D48.E.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.F.pdf,Appendix D48/Appendix D48.F,.PDF,0.09,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.F/Appendix D48.F.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D48,Appendix D48.G.pdf,Appendix D48/Appendix D48.G,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D48/Appendix D48.G/Appendix D48.G.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D49,Appendix D49.pdf,Appendix D49,.PDF,6.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D49/Appendix D49.pdf
136,HIGH,Not Started,Manuals & Procedures,7 - Appendices: D - Manuals,D6,Appendix D6.pdf,Appendix D6,.PDF,13.22,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/D - Manuals/Appendix D6/Appendix D6.pdf
